Date,Lo20,Qnt2,Qnt3,Qnt4,Hi20,Lo10,Dec2,Dec3,Dec4,Dec5,Dec6,Dec7,Dec8,Dec9,Hi10,Spread
1968-03-01,0.0123,0.0025,0.0227,0.0024,0.0101,0.0178,0.0063,-0.0052,0.0105,0.0387,0.001,-0.0014000000000000002,0.0060999999999999995,0.0022,0.025699999999999997,0.007899999999999997
1968-04-01,0.09609999999999999,0.0592,0.1058,0.1275,0.1384,0.1195,0.0706,0.0463,0.0724,0.1073,0.1036,0.11939999999999999,0.1351,0.1384,0.1383,0.01880000000000001
1968-05-01,0.044199999999999996,0.0086,0.0298,0.0334,0.019799999999999998,0.0487,0.038900000000000004,0.0022,0.015,0.0403,0.015,0.0331,0.0337,0.0096,0.0393,-0.009399999999999999
1968-06-01,0.0102,0.015600000000000001,-0.001,0.003,-0.0101,0.0088,0.0118,0.0298,0.0017000000000000001,-0.0058,0.006,0.0046,0.0014000000000000002,-0.0128,-0.0053,-0.014100000000000001
1968-07-01,-0.015,-0.0102,-0.013300000000000001,-0.045599999999999995,-0.0626,-0.0132,-0.0163,-0.009899999999999999,-0.0104,0.0049,-0.05,-0.0521,-0.0388,-0.050199999999999995,-0.07339999999999999,-0.06019999999999999
1968-08-01,0.0248,0.015300000000000001,0.0187,0.0245,0.0134,0.022799999999999997,0.0264,0.0262,0.0104,0.0209,0.0138,0.0182,0.031200000000000002,0.0206,0.0069,-0.015899999999999997
1968-09-01,0.0706,0.024900000000000002,0.0636,0.0509,0.0487,0.07139999999999999,0.07,0.0415,0.0173,0.0629,0.06509999999999999,0.051,0.0509,0.052000000000000005,0.0458,-0.02559999999999999
1968-10-01,0.0139,0.0048,0.0256,-0.0009,-0.0058,0.0003,0.0242,0.021,-0.0028000000000000004,0.0278,0.0209,0.0070999999999999995,-0.0092,-0.013500000000000002,0.0012,0.0009
1968-11-01,0.0487,0.0645,0.036699999999999997,0.056900000000000006,0.0785,0.058600000000000006,0.0414,0.06280000000000001,0.0654,0.0227,0.0667,0.0431,0.07139999999999999,0.0717,0.08460000000000001,0.026000000000000002
1968-12-01,-0.0202,-0.0482,-0.029300000000000003,-0.0398,-0.0315,-0.023399999999999997,-0.0179,-0.053099999999999994,-0.0458,-0.0334,-0.0209,-0.032799999999999996,-0.046900000000000004,-0.03,-0.032799999999999996,-0.009399999999999999
1969-01-01,-0.0097,-0.0089,-0.013000000000000001,-0.0026,-0.0345,-0.011699999999999999,-0.0083,0.0078000000000000005,-0.0169,-0.0088,-0.0215,0.008199999999999999,-0.0137,-0.033,-0.0359,-0.024200000000000003
1969-02-01,-0.0666,-0.037200000000000004,-0.044199999999999996,-0.0571,-0.07150000000000001,-0.065,-0.0677,-0.0467,-0.0325,-0.036699999999999997,-0.059500000000000004,-0.057699999999999994,-0.0564,-0.0574,-0.08410000000000001,-0.019100000000000006
1969-03-01,0.043,0.041100000000000005,0.042300000000000004,0.0342,0.019,0.033,0.050499999999999996,0.0137,0.0542,0.0545,0.0168,0.053899999999999997,0.013300000000000001,0.0139,0.023700000000000002,-0.0093
1969-04-01,0.0092,0.0348,0.0045000000000000005,0.028999999999999998,0.03,0.013999999999999999,0.005600000000000001,0.049400000000000006,0.027999999999999997,0.0019,0.0103,0.0277,0.0305,0.0373,0.0233,0.009300000000000003
1969-05-01,-0.0038,0.0091,0.0144,0.0040999999999999995,-0.019,-0.0031,-0.0043,0.0159,0.0059,0.015300000000000001,0.0125,0.002,0.0064,-0.021400000000000002,-0.0168,-0.013699999999999999
1969-06-01,-0.0915,-0.0401,-0.07780000000000001,-0.0554,-0.0797,-0.0784,-0.1011,-0.061399999999999996,-0.03,-0.0767,-0.0802,-0.0542,-0.056600000000000004,-0.0677,-0.0907,-0.012300000000000005
1969-07-01,-0.06280000000000001,-0.0647,-0.054900000000000004,-0.0748,-0.0901,-0.0785,-0.057699999999999994,-0.07490000000000001,-0.059500000000000004,-0.0659,-0.0351,-0.0732,-0.077,-0.0801,-0.0978,-0.019299999999999998
1969-08-01,0.0649,0.0516,0.046900000000000004,0.042199999999999994,0.08839999999999999,0.0832,0.0591,0.04769999999999999,0.0535,0.0426,0.054400000000000004,0.0404,0.044800000000000006,0.0746,0.09910000000000001,0.01590000000000001
1969-09-01,-0.014499999999999999,-0.0426,-0.0171,0.0002,-0.0184,-0.024900000000000002,-0.011200000000000002,-0.025,-0.051500000000000004,-0.0187,-0.0143,-0.0009,0.0018,-0.0184,-0.0183,0.006600000000000002
1969-10-01,0.0588,0.0393,0.047599999999999996,0.062400000000000004,0.0873,0.0661,0.0565,0.052000000000000005,0.032799999999999996,0.028900000000000002,0.0795,0.061900000000000004,0.06309999999999999,0.0781,0.0944,0.028299999999999992
1969-11-01,-0.030299999999999997,-0.021400000000000002,-0.0342,-0.0258,-0.039900000000000005,-0.042699999999999995,-0.0263,-0.0298,-0.017,-0.0354,-0.0322,-0.0298,-0.020099999999999996,-0.0258,-0.0504,-0.0077000000000000055
1969-12-01,-0.014199999999999999,-0.0175,-0.016399999999999998,-0.0166,-0.0382,-0.0326,-0.0084,-0.0278,-0.012199999999999999,-0.011699999999999999,-0.024,-0.0087,-0.0276,-0.0222,-0.050499999999999996,-0.0179
1970-01-01,-0.0832,-0.0775,-0.0766,-0.0781,-0.0727,-0.1144,-0.0735,-0.0725,-0.0801,-0.08800000000000001,-0.057999999999999996,-0.078,-0.0782,-0.0673,-0.077,0.0374
1970-02-01,0.0482,0.0637,0.062,0.0412,0.0414,0.0669,0.0426,0.0592,0.0661,0.0588,0.06709999999999999,0.061500000000000006,0.0124,0.0316,0.0492,-0.0177
1970-03-01,-0.0148,-0.005,0.0092,-0.006,-0.0274,-0.0242,-0.012,-0.0052,-0.0048,0.0213,-0.0096,-0.0018,-0.012199999999999999,-0.0168,-0.035699999999999996,-0.011499999999999996
1970-04-01,-0.1295,-0.0782,-0.0808,-0.11689999999999999,-0.157,-0.1396,-0.1265,-0.0718,-0.0814,-0.0827,-0.07780000000000001,-0.11230000000000001,-0.12390000000000001,-0.1527,-0.1605,-0.020900000000000002
1970-05-01,-0.0762,-0.0496,-0.0471,-0.0787,-0.0955,-0.1069,-0.06709999999999999,-0.053899999999999997,-0.0473,-0.044199999999999996,-0.0518,-0.073,-0.0875,-0.08,-0.10800000000000001,-0.0011000000000000176
1970-06-01,-0.0725,-0.0458,-0.0332,-0.0558,-0.0739,-0.068,-0.0738,-0.024300000000000002,-0.056900000000000006,-0.0191,-0.0559,-0.0369,-0.0848,-0.0788,-0.0698,-0.001799999999999996
1970-07-01,0.0759,0.0908,0.0809,0.0475,0.0379,0.0916,0.0633,0.09939999999999999,0.0803,0.09789999999999999,0.0663,0.0452,0.054000000000000006,0.0143,0.0729,-0.018699999999999994
1970-08-01,0.0478,0.0463,0.0512,0.046799999999999994,0.0823,0.0392,0.0548,0.0435,0.0499,0.048,0.054000000000000006,0.0454,0.0509,0.0709,0.0981,0.05890000000000001
1970-09-01,0.06570000000000001,0.018000000000000002,0.038,0.08109999999999999,0.1073,0.09,0.0458,0.021,0.0143,0.0269,0.047599999999999996,0.08560000000000001,0.0683,0.1007,0.1165,0.02650000000000001
1970-10-01,-0.014199999999999999,-0.0077,-0.0144,-0.015700000000000002,-0.0435,-0.024700000000000003,-0.0052,-0.0026,-0.014199999999999999,-0.0203,-0.009300000000000001,-0.0091,-0.0345,-0.0339,-0.056600000000000004,-0.0319
1970-11-01,0.0375,0.0596,0.0398,0.05,0.0331,0.031400000000000004,0.0425,0.0564,0.0638,0.0452,0.0353,0.0489,0.053399999999999996,0.0403,0.023,-0.008400000000000005
1970-12-01,0.0682,0.0572,0.0783,0.0492,0.0643,0.0766,0.0613,0.050199999999999995,0.0659,0.085,0.0726,0.0403,0.0755,0.0788,0.0438,-0.0328
1971-01-01,0.0861,0.027999999999999997,0.0567,0.053399999999999996,0.08529999999999999,0.07519999999999999,0.0953,0.0323,0.022799999999999997,0.0665,0.0484,0.053,0.0548,0.0796,0.09369999999999999,0.018500000000000003
